date,gal_hour_model20T-1,gal_hour_model20T-2,gal_hour_model30T-1,gal_hour_model30T-2,gal_hour_model30T-3,gal_hour_model36T-1,gal_hour_model36T-2,gal_hour_model39T-1,gal_hour_model39T-2,gal_hour_model49T-1,hours_machine_model20T-1,hours_machine_model20T-2,hours_machine_model30T-1,hours_machine_model30T-2,hours_machine_model30T-3,hours_machine_model36T-1,hours_machine_model36T-2,hours_machine_model39T-1,hours_machine_model39T-2,hours_machine_model49T-1,idle_percentage_model20T-1,idle_percentage_model20T-2,idle_percentage_model30T-1,idle_percentage_model30T-2,idle_percentage_model30T-3,idle_percentage_model36T-1,idle_percentage_model36T-2,idle_percentage_model39T-1,idle_percentage_model39T-2,idle_percentage_model49T-1,operating_percentage_model20T-1,operating_percentage_model20T-2,operating_percentage_model30T-1,operating_percentage_model30T-2,operating_percentage_model30T-3,operating_percentage_model36T-1,operating_percentage_model36T-2,operating_percentage_model39T-1,operating_percentage_model39T-2,operating_percentage_model49T-1,total_fuel_model20T-1,total_fuel_model20T-2,total_fuel_model30T-1,total_fuel_model30T-2,total_fuel_model30T-3,total_fuel_model36T-1,total_fuel_model36T-2,total_fuel_model39T-1,total_fuel_model39T-2,total_fuel_model49T-1,coal_prod,waste_prod,haul_truck_15.0m3,haul_truck_24.0m3,haul_truck_25.0m3,haul_truck_27.0m3,truck_trips_15.0m3,truck_trips_24.0m3,truck_trips_25.0m3,truck_trips_27.0m3,rainfall_mm
2024-11-27,0.0,0.0,0.0,0.0,8.6,0.0,4.4124,8.3,8.6,2.0677,0.0,0.0,0.0,0.0,12.4,0.0,13.853,13.6,16.4,0.665,0.0,0.0,0.0,0.0,16.1,0.0,22.0,16.2,10.4,68.0,0.0,0.0,0.0,0.0,83.9,0.0,78.0,83.8,89.6,32.0,0.0,0.0,0.0,0.0,107.9,0.0,61.1249,114.1,141.9,1.375,140.25,8296.0,10.0,1.0,1.0,5.0,252.0,22.0,31.0,119.0,10.4
2024-11-28,0.0,0.0,0.0,0.0,7.6,0.0,8.3412,8.6,8.3,4.6479,0.0,0.0,0.0,0.0,17.1,0.0,16.859,17.1,19.3,1.775,0.0,0.0,0.0,0.0,26.9,0.0,19.0,14.6,13.0,65.0,0.0,0.0,0.0,0.0,73.1,0.0,81.0,85.4,87.0,35.0,0.0,0.0,0.0,0.0,130.6,0.0,140.6248,147.1,160.1,8.2501,76.5,10487.0,9.0,1.0,1.0,5.0,323.0,38.0,38.0,140.0,0.0
2024-11-29,0.0,0.0,0.0,0.0,8.1,0.0,9.4863,8.5,3.1,0.0,0.0,0.0,0.0,0.0,14.3,0.0,14.152,15.9,4.7,0.0,0.0,0.0,0.0,0.0,21.7,0.0,22.0,14.5,61.7,0.0,0.0,0.0,0.0,0.0,78.3,0.0,78.0,85.5,38.3,0.0,0.0,0.0,0.0,0.0,117.1,0.0,134.2498,135.2,14.7,0.0,132.6,8337.0,10.0,1.0,1.0,5.0,224.0,22.0,30.0,137.0,2.5
2024-11-30,0.0,0.0,0.0,0.0,7.4,0.0,4.9902,8.0,2.2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11.773,18.3,1.5,0.0,0.0,0.0,0.0,0.0,31.0,0.0,17.0,15.8,60.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,83.0,84.2,40.0,0.0,0.0,0.0,0.0,0.0,74.2,0.0,58.75,147.8,3.4,0.0,47.175,8777.0,10.0,1.0,1.0,5.0,340.0,25.0,14.0,101.0,0.0
2024-12-01,0.0,0.0,0.0,0.0,7.5,0.0,8.4308,9.2,1.8,0.0,0.0,0.0,0.0,0.0,11.5,0.0,13.418,11.7,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,39.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,72.2,0.0,61.0,90.6,0.0,0.0,0.0,0.0,0.0,0.0,86.5,0.0,113.1248,108.2,0.1,0.0,0.0,4453.0,9.0,1.0,1.0,5.0,134.0,14.0,13.0,66.0,20.2
2024-12-02,0.9058,0.0,0.0,0.0,7.1,0.0,7.2677,8.1,1.0,0.0,0.828,0.0,0.0,0.0,12.2,0.0,6.467,12.1,0.6,0.0,91.0,0.0,0.0,0.0,32.8,0.0,28.0,18.2,83.3,0.0,9.0,0.0,0.0,0.0,67.2,0.0,72.0,81.8,16.7,0.0,0.75,0.0,0.0,0.0,87.2,0.0,46.9999,99.0,0.7,0.0,0.0,12087.0,10.0,1.0,1.0,4.0,389.0,41.0,39.0,159.0,0.0
2024-12-03,0.7073,0.0,0.0,0.0,7.1,0.0,6.0904,8.0,1.3,0.0,0.53,0.0,0.0,0.0,13.5,0.0,18.841,16.8,0.3,0.0,85.0,0.0,0.0,0.0,31.9,0.0,16.0,19.0,100.0,0.0,15.0,0.0,0.0,0.0,68.1,0.0,84.0,81.0,0.0,0.0,0.3749,0.0,0.0,0.0,96.6,0.0,114.75,134.5,0.5,0.0,90.525,11454.0,10.0,1.0,1.0,5.0,322.0,37.0,48.0,168.0,0.2
2024-12-04,0.0,0.0,0.0,0.0,6.9,0.0,9.2396,7.6,0.9,0.0,0.0,0.0,0.0,0.0,17.9,0.0,18.832,17.3,0.0,0.0,0.0,0.0,0.0,0.0,32.4,0.0,15.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,67.6,0.0,85.0,75.7,0.0,0.0,0.0,0.0,0.0,0.0,123.7,0.0,173.9998,133.0,0.1,0.0,65.02499999999999,9116.0,9.0,1.0,1.0,5.0,252.0,26.0,20.0,156.0,14.2
2024-12-05,0.6662,0.0,0.0,0.0,6.6,0.0,8.7765,6.4,2.2,0.0,1.501,0.0,0.0,0.0,15.1,0.0,12.975,13.9,0.8,0.0,87.0,0.0,0.0,0.0,31.8,0.0,21.0,36.0,50.0,0.0,13.0,0.0,0.0,0.0,68.2,0.0,79.0,64.0,50.0,0.0,0.9999,0.0,0.0,0.0,100.3,0.0,113.875,89.7,1.8,0.0,12.75,7706.0,9.0,1.0,1.0,5.0,193.0,22.0,32.0,129.0,20.4
2024-12-06,0.671,0.0,0.0,0.0,6.0,0.0,10.4612,8.4,0.0,0.0,0.559,0.0,0.0,0.0,14.2,0.0,12.869,14.0,0.0,0.0,98.0,0.0,0.0,0.0,43.0,0.0,16.0,15.7,0.0,0.0,2.0,0.0,0.0,0.0,57.0,0.0,84.0,84.3,0.0,0.0,0.3751,0.0,0.0,0.0,85.7,0.0,134.625,118.7,0.0,0.0,119.85,7962.0,9.0,1.0,1.0,5.0,216.0,15.0,33.0,131.0,14.2
2024-12-07,1.2902,0.0,0.0,0.0,0.0,0.0,5.3832,8.1,1.1,0.0,0.775,0.0,0.0,0.0,0.0,0.0,4.319,14.2,2.9,0.0,58.0,0.0,0.0,0.0,0.0,0.0,42.0,18.3,79.3,0.0,42.0,0.0,0.0,0.0,0.0,0.0,58.0,81.7,20.7,0.0,0.9999,0.0,0.0,0.0,0.0,0.0,23.25,115.5,3.3,0.0,216.75,9382.0,8.0,1.0,1.0,5.0,229.0,16.0,40.0,169.0,24.6
2024-12-08,0.0,0.0,0.0,0.0,6.6,0.0,8.467,9.2,3.2,0.0,0.0,0.0,0.0,0.0,11.2,0.0,12.903,13.9,0.5,0.0,0.0,0.0,0.0,0.0,34.8,0.0,14.0,9.4,40.0,0.0,0.0,0.0,0.0,0.0,65.2,0.0,86.0,90.6,60.0,0.0,0.0,0.0,0.0,0.0,74.7,0.0,109.2499,128.6,1.9,0.0,296.65,6628.0,8.0,1.0,1.0,5.0,115.0,3.0,28.0,153.0,0.0
2024-12-09,0.0,0.0,0.0,0.0,6.8,0.0,5.0321,7.7,3.2,0.0,0.0,0.0,0.0,0.0,13.8,0.0,14.035,13.4,3.7,0.0,0.0,0.0,0.0,0.0,34.8,0.0,15.0,20.9,51.4,0.0,0.0,0.0,0.0,0.0,65.2,0.0,85.0,79.1,48.6,0.0,0.0,0.0,0.0,0.0,94.6,0.0,70.6251,105.0,12.0,0.0,204.0,11065.0,7.0,1.0,1.0,5.0,271.0,26.0,52.0,188.0,0.0
2024-12-10,1.1243,0.0,0.0,0.0,7.9,0.0,8.7974,8.8,3.6,0.0,3.113,0.0,0.0,0.0,17.9,0.0,14.365,18.2,1.4,0.0,67.0,0.0,0.0,0.0,23.5,0.0,26.0,10.4,35.7,0.0,33.0,0.0,0.0,0.0,76.5,0.0,74.0,89.6,64.3,0.0,3.5,0.0,0.0,0.0,142.1,0.0,126.3749,161.0,5.4,0.0,12.75,12652.0,8.0,1.0,1.0,4.0,430.0,26.0,46.0,164.0,0.0
2024-12-11,1.0228,0.0,0.0,0.0,7.8,0.0,7.4944,7.9,0.0,0.0,1.1,0.0,0.0,0.0,18.4,0.0,21.416,18.3,0.0,0.0,64.0,0.0,0.0,0.0,23.4,0.0,15.0,19.7,0.0,0.0,36.0,0.0,0.0,0.0,76.6,0.0,85.0,80.3,0.0,0.0,1.1251,0.0,0.0,0.0,145.0,0.0,160.4998,144.8,0.0,0.0,201.025,13114.0,8.0,1.0,1.0,4.0,430.0,34.0,46.0,174.0,0.0
2024-12-12,0.0,0.0,0.0,0.0,7.4,0.0,8.6207,7.8,4.3,0.0,0.0,0.0,0.0,0.0,17.8,0.0,19.256,16.9,11.6,0.0,0.0,0.0,0.0,0.0,27.0,0.0,14.0,20.1,28.4,0.0,0.0,0.0,0.0,0.0,73.0,0.0,86.0,79.9,71.6,0.0,0.0,0.0,0.0,0.0,133.3,0.0,165.9999,132.9,50.0,0.0,206.975,12142.0,9.0,1.0,1.0,5.0,349.0,36.0,43.0,184.0,0.0
2024-12-13,0.0,0.0,0.0,0.0,7.0,0.0,11.9537,8.1,5.3,0.0,0.0,0.0,0.0,0.0,19.3,0.0,14.598,19.0,17.5,0.0,0.0,0.0,0.0,0.0,31.1,0.0,16.0,17.4,14.9,0.0,0.0,0.0,0.0,0.0,68.9,0.0,84.0,82.6,85.1,0.0,0.0,0.0,0.0,0.0,135.4,0.0,174.4999,154.9,92.6,0.0,200.175,10614.0,8.0,1.0,1.0,5.0,297.0,9.0,39.0,184.0,0.0
2024-12-14,2.0162,0.0,0.0,0.0,8.7,0.0,5.2342,8.6,5.4,0.0,2.046,0.0,0.0,0.0,19.2,0.0,7.451,18.7,17.2,0.0,54.0,0.0,0.0,0.0,14.1,0.0,34.0,13.4,14.0,0.0,46.0,0.0,0.0,0.0,85.9,0.0,66.0,86.6,86.0,0.0,4.125,0.0,0.0,0.0,169.3,0.0,39.0,161.1,94.0,0.0,224.4,7424.0,7.0,1.0,1.0,5.0,183.0,7.0,26.0,143.0,0.0
2024-12-15,2.1391,0.0,0.0,0.0,8.6,0.0,2.3505,8.2,4.9,0.0,2.279,0.0,0.0,0.0,13.5,0.0,2.659,14.9,9.1,0.0,48.0,0.0,0.0,0.0,15.6,0.0,56.0,16.1,20.9,0.0,52.0,0.0,0.0,0.0,84.4,0.0,44.0,83.9,79.1,0.0,4.875,0.0,0.0,0.0,117.3,0.0,6.25,122.7,44.5,0.0,17.85,3610.0,6.0,0.0,1.0,4.0,58.0,0.0,7.0,95.0,0.0
2024-12-16,2.9738,0.0,0.0,0.0,7.6,0.0,2.6869,9.2,5.2,0.0,11.097,0.0,0.0,0.0,13.5,0.0,2.14,13.8,6.7,0.0,23.0,0.0,0.0,0.0,28.9,0.0,61.0,9.4,16.4,0.0,77.0,0.0,0.0,0.0,71.1,0.0,39.0,90.6,83.6,0.0,33.0001,0.0,0.0,0.0,102.8,0.0,5.75,128.4,35.4,0.0,105.4,9058.0,6.0,0.0,1.0,5.0,194.0,0.0,31.0,199.0,0.0
2024-12-17,3.0544,0.0,0.0,0.0,7.3,0.0,2.1187,8.7,1.1,0.0,5.934,0.0,0.0,0.0,18.2,0.0,2.301,20.0,0.2,0.0,19.0,0.0,0.0,0.0,25.3,0.0,65.0,14.0,100.0,0.0,81.0,0.0,0.0,0.0,74.7,0.0,35.0,86.0,0.0,0.0,18.1248,0.0,0.0,0.0,134.0,0.0,4.875,173.7,0.3,0.0,286.025,7993.0,8.0,1.0,1.0,6.0,241.0,21.0,34.0,112.0,0.0
2024-12-18,3.5096,0.0,0.0,0.0,7.3,0.0,2.9271,9.1,4.6,0.0,21.833,0.0,0.0,0.0,18.2,0.0,2.605,18.7,4.7,0.0,9.0,0.0,0.0,0.0,24.2,0.0,52.0,9.1,31.9,0.0,91.0,0.0,0.0,0.0,75.8,0.0,48.0,90.9,68.1,0.0,76.6249,0.0,0.0,0.0,134.3,0.0,7.6251,171.5,21.9,0.0,315.775,7808.0,9.0,3.0,1.0,6.0,203.0,54.0,8.0,121.0,0.0
2024-12-19,3.0992,0.0,0.0,0.0,7.8,0.0,2.8098,9.2,4.4,0.0,15.609,0.0,0.0,0.0,17.1,0.0,1.735,18.7,8.3,0.0,10.0,0.0,0.0,0.0,22.8,0.0,55.0,7.5,32.5,0.0,90.0,0.0,0.0,0.0,77.2,0.0,45.0,92.5,67.5,0.0,48.3749,0.0,0.0,0.0,134.1,0.0,4.875,172.4,36.9,0.0,178.075,8907.0,11.0,3.0,1.0,6.0,241.0,80.0,15.0,111.0,6.3
2024-12-20,3.2887,0.0,0.0,0.0,7.8,0.0,0.0,8.5,4.5,0.0,12.809,0.0,0.0,0.0,17.3,0.0,0.0,16.7,8.4,0.0,10.0,0.0,0.0,0.0,23.1,0.0,0.0,12.0,28.6,0.0,90.0,0.0,0.0,0.0,76.9,0.0,0.0,88.0,71.4,0.0,42.1249,0.0,0.0,0.0,135.8,0.0,0.0,142.8,38.9,0.0,197.2,10459.0,10.0,3.0,1.0,4.0,313.0,67.0,28.0,128.0,0.0
2024-12-21,3.1205,0.0,0.0,0.0,7.7,0.0,0.0,8.7,4.4,0.0,11.136,0.0,0.0,0.0,16.8,0.0,0.0,16.6,10.2,0.0,14.0,0.0,0.0,0.0,23.8,0.0,0.0,12.7,25.5,0.0,86.0,0.0,0.0,0.0,76.2,0.0,0.0,87.3,74.5,0.0,34.75,0.0,0.0,0.0,129.3,0.0,0.0,146.1,45.8,0.0,252.45,8519.0,10.0,2.0,1.0,5.0,234.0,59.0,26.0,109.0,2.2
2024-12-22,3.1413,0.0,0.0,0.0,7.8,0.0,0.0,8.9,0.0,0.0,11.301,0.0,0.0,0.0,13.5,0.0,0.0,10.2,0.0,0.0,15.0,0.0,0.0,0.0,25.2,0.0,0.0,10.8,0.0,0.0,85.0,0.0,0.0,0.0,74.8,0.0,0.0,89.2,0.0,0.0,35.5,0.0,0.0,0.0,105.9,0.0,0.0,91.1,0.0,0.0,210.375,5791.0,10.0,2.0,1.0,5.0,143.0,32.0,19.0,89.0,21.3
2024-12-23,3.0346,0.0,0.0,0.0,8.2,0.0,2.4813,8.8,5.2,0.0,9.062,0.0,0.0,0.0,13.2,0.0,2.418,13.6,7.7,0.0,17.0,0.0,0.0,0.0,18.9,0.0,60.0,12.5,13.0,0.0,83.0,0.0,0.0,0.0,81.1,0.0,40.0,87.5,87.0,0.0,27.5,0.0,0.0,0.0,109.8,0.0,5.9999,120.8,40.2,0.0,292.825,4965.0,10.0,2.0,1.0,4.0,137.0,35.0,18.0,60.0,7.3
2024-12-24,2.6947,0.0,0.0,0.0,7.5,0.0,0.0,8.8,5.4,0.0,3.943,0.0,0.0,0.0,11.2,0.0,0.0,14.1,6.7,0.0,36.0,0.0,0.0,0.0,27.7,0.0,0.0,13.5,11.9,0.0,64.0,0.0,0.0,0.0,72.3,0.0,0.0,86.5,88.1,0.0,10.625,0.0,0.0,0.0,85.0,0.0,0.0,125.6,37.0,0.0,105.4,6850.0,10.0,1.0,1.0,4.0,241.0,37.0,28.0,61.0,76.1
2024-12-25,1.96,0.0,0.0,0.0,8.8,0.0,0.0,9.4,5.1,0.0,11.671,0.0,0.0,0.0,18.0,0.0,0.0,17.4,8.6,0.0,21.0,0.0,0.0,0.0,13.9,0.0,0.0,9.2,14.0,0.0,79.0,0.0,0.0,0.0,86.1,0.0,0.0,90.8,86.0,0.0,22.8749,0.0,0.0,0.0,160.3,0.0,0.0,164.2,44.5,0.0,215.475,10309.0,11.0,2.0,1.0,5.0,351.0,60.0,7.0,127.0,0.2
2024-12-26,3.651,0.0,0.0,0.0,8.6,0.0,0.0,9.5,4.5,0.0,11.675,0.0,0.0,0.0,12.6,0.0,0.0,14.8,6.4,0.0,30.0,0.0,0.0,0.0,18.3,0.0,0.0,8.8,21.9,0.0,70.0,0.0,0.0,0.0,81.7,0.0,0.0,91.2,78.1,0.0,42.6249,0.0,0.0,0.0,109.4,0.0,0.0,141.0,29.7,0.0,175.26999999999998,4184.0,11.0,2.0,1.0,4.0,146.0,18.0,2.0,56.0,32.5
2024-12-27,3.035,0.0,0.0,0.0,8.5,0.0,4.076,9.0,5.0,0.0,12.809,0.0,0.0,0.0,10.3,0.0,0.552,13.9,5.8,0.0,25.0,0.0,0.0,0.0,18.4,0.0,27.0,12.2,13.8,0.0,75.0,0.0,0.0,0.0,81.6,0.0,73.0,87.8,86.2,0.0,38.875,0.0,0.0,0.0,88.9,0.0,2.25,125.3,29.5,0.0,200.175,7031.0,10.0,1.0,1.0,4.0,235.0,9.0,29.0,95.0,38.1
2024-12-28,2.8271,0.0,0.0,0.0,5.7,0.0,0.0,8.1,5.0,0.0,8.003,0.0,0.0,0.0,2.3,0.0,0.0,15.3,5.9,0.0,29.0,0.0,0.0,0.0,39.1,0.0,0.0,21.6,11.9,0.0,71.0,0.0,0.0,0.0,60.9,0.0,0.0,78.4,88.1,0.0,22.625,0.0,0.0,0.0,14.1,0.0,0.0,124.2,30.2,0.0,119.85,5368.0,11.0,2.0,1.0,4.0,182.0,17.0,19.0,65.0,36.8
2024-12-29,3.147,0.0,0.0,0.0,0.0,0.0,0.0,8.2,5.3,0.0,7.388,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2.1,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,14.3,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8,85.7,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,56.2,11.8,0.0,407.745,10692.0,16.0,3.0,2.0,8.0,287.0,52.5,15.0,176.0,18.0
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.875,883.0,6.0,1.0,1.0,3.0,31.0,2.0,4.0,10.0,30.3
2025-01-02,2.9443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,4.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.8,0.0,12.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3,0.0,42.075,1324.0,7.0,2.0,1.0,4.0,42.0,9.0,4.0,14.0,15.2
2025-01-03,3.4408,0.0,0.0,0.0,1.4,0.0,4.037,4.6,8.9,0.0,5.522,0.0,0.0,0.0,1.1,0.0,10.156,3.1,14.9,0.0,17.0,0.0,0.0,0.0,81.8,0.0,15.0,22.6,9.4,0.0,83.0,0.0,0.0,0.0,18.2,0.0,85.0,77.4,90.6,0.0,19.0,0.0,0.0,0.0,1.6,0.0,41.0,14.7,133.9,0.0,94.35,8900.0,9.0,2.0,1.0,5.0,211.0,54.0,35.0,132.0,26.1
2025-01-04,3.2739,0.0,0.0,0.0,2.6,0.0,12.7447,1.2,8.7,0.0,9.278,0.0,0.0,0.0,0.0,0.0,4.698,3.6,19.1,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,80.6,11.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,93.0,19.4,89.0,0.0,30.375,0.0,0.0,0.0,0.3,0.0,59.8748,4.7,166.9,0.0,247.35,8838.0,9.0,1.0,1.0,4.0,190.0,39.0,39.0,151.0,0.0
2025-01-05,3.0151,0.0,0.0,0.0,0.0,0.0,0.0,8.1,9.4,0.0,8.333,0.0,0.0,0.0,0.0,0.0,0.0,4.5,9.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,8.9,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2,91.1,0.0,25.1249,0.0,0.0,0.0,0.0,0.0,0.0,36.7,84.6,0.0,51.0,5328.0,9.0,1.0,1.0,4.0,139.0,21.0,21.0,82.0,16.7
2025-01-06,3.361,0.0,0.0,0.0,2.9,0.0,0.0,8.3,8.8,0.0,12.831,0.0,0.0,0.0,0.2,0.0,0.0,6.3,12.9,0.0,18.0,0.0,0.0,0.0,50.0,0.0,0.0,12.7,11.6,0.0,82.0,0.0,0.0,0.0,50.0,0.0,0.0,87.3,88.4,0.0,43.125,0.0,0.0,0.0,0.7,0.0,0.0,53.6,114.7,0.0,364.225,11479.0,9.0,2.0,1.0,5.0,293.0,57.0,31.0,183.0,0.0
2025-01-07,3.3234,0.0,0.0,0.0,0.0,0.0,0.0,8.4,9.0,0.0,14.744,0.0,0.0,0.0,0.0,0.0,0.0,13.8,19.3,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,10.9,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8,89.1,0.0,48.9999,0.0,0.0,0.0,0.0,0.0,0.0,117.0,174.1,0.0,275.4,11022.0,8.0,2.0,1.0,5.0,303.0,66.0,24.0,159.0,0.0
2025-01-08,3.5375,0.0,0.0,0.0,2.0,0.0,0.0,8.5,8.9,0.0,13.569,0.0,0.0,0.0,1.7,0.0,0.0,17.4,18.5,0.0,7.0,0.0,0.0,0.0,64.7,0.0,0.0,13.2,13.0,0.0,93.0,0.0,0.0,0.0,35.3,0.0,0.0,86.8,87.0,0.0,48.0001,0.0,0.0,0.0,3.6,0.0,0.0,148.3,166.0,0.0,476.85,14478.0,9.0,2.0,1.0,5.0,451.0,58.0,39.0,198.0,0.7
2025-01-09,3.2033,0.0,0.0,0.0,0.0,0.0,0.0,8.2,8.8,0.0,17.521,0.0,0.0,0.0,0.0,0.0,0.0,17.6,18.6,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,12.9,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7,87.1,0.0,56.1249,0.0,0.0,0.0,0.0,0.0,0.0,145.0,164.9,0.0,298.35,9987.0,9.0,2.0,1.0,6.0,266.0,42.0,30.0,157.0,1.7
2025-01-10,3.2143,0.0,0.0,0.0,2.9,0.0,0.0,8.0,8.3,0.0,18.2,0.0,0.0,0.0,0.2,0.0,0.0,18.5,14.6,0.0,16.0,0.0,0.0,0.0,50.0,0.0,0.0,14.6,14.4,0.0,84.0,0.0,0.0,0.0,50.0,0.0,0.0,85.4,85.6,0.0,58.5001,0.0,0.0,0.0,1.0,0.0,0.0,148.5,121.8,0.0,418.2,12319.0,13.0,2.0,1.0,6.0,279.0,52.0,40.0,218.0,0.0
2025-01-11,3.2801,0.0,0.0,0.0,2.2,0.0,0.0,8.4,1.5,0.0,17.301,0.0,0.0,0.0,0.7,0.0,0.0,19.4,1.1,0.0,14.0,0.0,0.0,0.0,71.4,0.0,0.0,11.9,81.8,0.0,86.0,0.0,0.0,0.0,28.6,0.0,0.0,88.1,18.2,0.0,56.75,0.0,0.0,0.0,1.8,0.0,0.0,164.5,1.7,0.0,304.725,10862.0,9.0,2.0,1.0,6.0,305.0,41.0,35.0,164.0,0.0
2025-01-12,3.2879,0.0,0.0,0.0,3.9,0.0,0.0,8.3,7.0,0.0,16.88,0.0,0.0,0.0,0.1,0.0,0.0,14.0,7.9,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,21.5,0.0,86.0,0.0,0.0,0.0,100.0,0.0,0.0,88.6,78.5,0.0,55.4999,0.0,0.0,0.0,0.7,0.0,0.0,117.0,56.0,0.0,107.1,7216.0,9.0,2.0,1.0,6.0,145.0,42.0,22.0,129.0,0.0
2025-01-13,3.364,0.0,0.0,0.0,2.2,0.0,0.0,8.3,8.3,0.0,9.661,0.0,0.0,0.0,1.4,0.0,0.0,14.5,13.5,0.0,12.0,0.0,0.0,0.0,64.3,0.0,0.0,13.8,17.0,0.0,88.0,0.0,0.0,0.0,35.7,0.0,0.0,86.2,83.0,0.0,32.5,0.0,0.0,0.0,3.2,0.0,0.0,121.7,112.4,0.0,289.425,9235.0,9.0,1.0,1.0,6.0,302.0,11.0,34.0,133.0,0.0
2025-01-14,3.2505,0.0,0.0,0.0,2.7,0.0,0.0,8.9,9.0,0.0,15.459,0.0,0.0,0.0,1.7,0.0,0.0,19.0,18.1,0.0,13.0,0.0,0.0,0.0,47.1,0.0,0.0,5.8,9.4,0.0,87.0,0.0,0.0,0.0,52.9,0.0,0.0,94.2,90.6,0.0,50.25,0.0,0.0,0.0,4.9,0.0,0.0,169.6,164.1,0.0,299.625,10592.0,9.0,1.0,1.0,5.0,327.0,34.0,35.0,148.0,0.0
2025-01-15,3.3661,0.0,0.0,0.0,1.2,0.0,0.0,8.7,9.2,0.0,18.679,0.0,0.0,0.0,0.0,0.0,0.0,18.8,17.3,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,8.1,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,93.1,91.9,0.0,62.875,0.0,0.0,0.0,0.1,0.0,0.0,164.6,159.7,0.0,275.4,12876.0,9.0,1.0,1.0,6.0,347.0,44.0,54.0,195.0,0.0
2025-01-16,3.4279,0.0,0.0,0.0,0.0,0.0,0.0,8.6,9.5,0.0,18.342,0.0,0.0,0.0,0.0,0.0,0.0,16.7,18.1,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,6.1,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,93.9,0.0,62.875,0.0,0.0,0.0,0.0,0.0,0.0,144.5,172.7,0.0,346.8,13757.0,9.0,1.0,1.0,6.0,398.0,25.0,38.0,231.0,0.0
2025-01-17,3.2061,0.0,0.0,0.0,5.6,0.0,0.0,8.9,9.1,0.0,19.26,0.0,0.0,0.0,0.1,0.0,0.0,15.8,13.3,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,9.8,0.0,83.0,0.0,0.0,0.0,100.0,0.0,0.0,91.1,90.2,0.0,61.7499,0.0,0.0,0.0,1.1,0.0,0.0,140.1,120.8,0.0,165.75,11774.5,8.0,1.0,1.0,6.0,339.5,25.0,37.0,191.0,3.3
2025-01-18,2.7655,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.2,0.0,23.052,0.0,0.0,0.0,0.0,0.0,0.0,19.2,18.3,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,9.3,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3,90.7,0.0,63.75,0.0,0.0,0.0,0.0,0.0,0.0,174.2,169.4,0.0,251.175,13632.0,9.0,0.0,1.0,6.0,377.0,0.0,48.0,251.0,0.0
2025-01-19,4.0484,0.0,0.0,0.0,1.4,0.0,0.0,8.5,8.9,0.0,15.253,0.0,0.0,0.0,0.9,0.0,0.0,13.9,13.2,0.0,17.0,0.0,0.0,0.0,66.7,0.0,0.0,10.1,9.1,0.0,83.0,0.0,0.0,0.0,33.3,0.0,0.0,89.9,90.9,0.0,61.7499,0.0,0.0,0.0,1.3,0.0,0.0,119.8,119.1,0.0,244.8,6861.0,8.0,0.0,1.0,5.0,191.0,0.0,27.0,123.0,0.0
