date,gal_hour_model20T-1,gal_hour_model20T-2,gal_hour_model30T-1,gal_hour_model30T-2,gal_hour_model30T-3,gal_hour_model36T-1,gal_hour_model36T-2,gal_hour_model39T-1,gal_hour_model39T-2,gal_hour_model49T-1,hours_machine_model20T-1,hours_machine_model20T-2,hours_machine_model30T-1,hours_machine_model30T-2,hours_machine_model30T-3,hours_machine_model36T-1,hours_machine_model36T-2,hours_machine_model39T-1,hours_machine_model39T-2,hours_machine_model49T-1,idle_percentage_model20T-1,idle_percentage_model20T-2,idle_percentage_model30T-1,idle_percentage_model30T-2,idle_percentage_model30T-3,idle_percentage_model36T-1,idle_percentage_model36T-2,idle_percentage_model39T-1,idle_percentage_model39T-2,idle_percentage_model49T-1,operating_percentage_model20T-1,operating_percentage_model20T-2,operating_percentage_model30T-1,operating_percentage_model30T-2,operating_percentage_model30T-3,operating_percentage_model36T-1,operating_percentage_model36T-2,operating_percentage_model39T-1,operating_percentage_model39T-2,operating_percentage_model49T-1,total_fuel_model20T-1,total_fuel_model20T-2,total_fuel_model30T-1,total_fuel_model30T-2,total_fuel_model30T-3,total_fuel_model36T-1,total_fuel_model36T-2,total_fuel_model39T-1,total_fuel_model39T-2,total_fuel_model49T-1,coal_prod,waste_prod,haul_truck_15.0m3,haul_truck_24.0m3,haul_truck_25.0m3,haul_truck_27.0m3,truck_trips_15.0m3,truck_trips_24.0m3,truck_trips_25.0m3,truck_trips_27.0m3,rainfall_mm
2024-10-07,0.0,2.2753,0.0,0.0,9.7,0.0,9.8899,6.4,7.8,8.7409,0.0,1.813,0.0,0.0,9.3,0.0,9.492,8.8,9.2,8.28,0.0,39.0,0.0,0.0,7.5,0.0,6.0,18.2,15.2,30.0,0.0,61.0,0.0,0.0,92.5,0.0,94.0,81.8,84.8,70.0,0.0,4.125,0.0,0.0,91.0,0.0,93.8748,56.6,73.0,72.3749,147.9,4456.0,6.0,3.0,1.0,3.0,99.0,67.0,7.0,44.0,50.5
2024-10-08,0.0,3.3534,0.0,0.0,9.6,1.8072,9.4727,7.1,8.0,8.1845,0.0,9.468,0.0,0.0,14.3,0.83,9.369,9.2,9.0,7.056,0.0,10.0,0.0,0.0,10.5,84.0,8.0,13.0,16.7,33.0,0.0,90.0,0.0,0.0,89.5,16.0,92.0,87.0,83.3,67.0,0.0,31.75,0.0,0.0,138.6,1.5,88.7499,65.9,72.6,57.7498,357.0,5415.0,9.0,3.0,1.0,3.0,133.0,64.0,30.0,42.0,8.6
2024-10-09,0.0,3.5048,0.0,0.0,9.0,2.0057,8.8892,6.6,7.5,9.1779,0.0,15.871,0.0,0.0,17.2,1.558,14.512,9.4,8.8,9.561,0.0,11.0,0.0,0.0,15.7,67.0,13.0,14.9,22.7,26.0,0.0,89.0,0.0,0.0,84.3,33.0,87.0,85.1,77.3,74.0,0.0,55.6248,0.0,0.0,154.9,3.1249,128.9999,62.9,67.1,87.75,295.8,6411.0,9.0,3.0,1.0,3.0,140.0,85.0,12.0,73.0,1.0
2024-10-10,0.0,3.0274,0.0,0.0,8.2,1.824,8.4924,6.9,8.2,6.2472,0.0,12.8,0.0,0.0,10.6,1.028,6.079,9.2,0.7,11.025,0.0,23.0,0.0,0.0,17.9,73.0,16.0,14.1,0.0,8.0,0.0,77.0,0.0,0.0,82.1,27.0,84.0,85.9,100.0,92.0,0.0,38.7501,0.0,0.0,87.2,1.8751,51.625,64.6,6.4,68.8749,53.55,6429.0,9.0,3.0,1.0,3.0,153.0,45.0,39.0,77.0,17.0
2024-10-11,0.0,3.2188,0.0,0.0,8.6,0.0,6.9086,5.9,8.3,13.9153,0.0,12.699,0.0,0.0,13.4,0.0,18.6,9.3,13.0,13.16,0.0,18.0,0.0,0.0,18.7,0.0,8.0,26.9,16.2,19.0,0.0,82.0,0.0,0.0,81.3,0.0,92.0,73.1,83.8,81.0,0.0,40.8751,0.0,0.0,116.7,0.0,128.4999,55.4,109.2,183.1248,290.7,9255.0,9.0,3.0,1.0,3.0,179.0,85.0,57.0,115.0,0.0
2024-10-12,0.0,3.163,0.0,0.0,9.2,0.0,9.8928,6.8,7.7,10.6274,0.0,13.634,0.0,0.0,9.4,0.0,18.713,9.2,11.1,10.974,0.0,13.0,0.0,0.0,11.7,0.0,11.0,15.2,18.9,10.0,0.0,87.0,0.0,0.0,88.3,0.0,89.0,84.8,81.1,90.0,0.0,43.125,0.0,0.0,86.7,0.0,185.1249,63.3,86.3,116.6248,251.175,9161.0,9.0,3.0,1.0,3.0,222.0,75.0,50.0,103.0,0.0
2024-10-13,0.0,3.0987,0.0,0.0,9.4,0.0,12.1804,5.6,6.9,11.1036,0.0,9.843,0.0,0.0,10.6,0.0,9.544,8.3,8.8,9.614,0.0,15.0,0.0,0.0,10.4,0.0,25.0,28.9,31.8,6.0,0.0,85.0,0.0,0.0,89.6,0.0,75.0,71.1,68.2,94.0,0.0,30.5,0.0,0.0,100.1,0.0,116.2499,46.6,61.4,106.7501,52.275,6364.0,8.0,3.0,1.0,2.0,168.0,79.0,25.0,49.0,0.0
2024-10-14,0.0,2.9637,0.0,0.0,9.2,0.0,9.2043,6.4,7.7,7.3752,0.0,8.309,0.0,0.0,14.4,0.0,9.683,4.7,8.7,12.576,0.0,23.0,0.0,0.0,11.1,0.0,10.0,19.1,17.2,9.0,0.0,77.0,0.0,0.0,88.9,0.0,90.0,80.9,82.8,91.0,0.0,24.6251,0.0,0.0,132.4,0.0,89.125,30.3,67.6,92.75,246.075,9115.0,10.0,3.0,1.0,2.0,257.0,77.0,49.0,81.0,0.0
2024-10-15,0.0,2.9443,0.0,0.0,8.7,0.0,8.5117,6.1,7.8,12.2552,0.0,11.378,0.0,0.0,15.8,0.0,8.224,7.9,8.3,17.768,0.0,18.0,0.0,0.0,14.6,0.0,12.0,25.3,18.1,21.0,0.0,82.0,0.0,0.0,85.4,0.0,88.0,74.7,81.9,79.0,0.0,33.4999,0.0,0.0,138.7,0.0,70.0,48.8,65.9,217.7498,294.525,7929.0,10.0,2.0,1.0,2.0,186.0,80.0,51.0,72.0,5.5
2024-10-16,0.0,2.9726,0.0,0.0,8.8,0.0,7.7173,6.2,6.7,7.7479,0.0,9.209,0.0,0.0,11.0,0.0,9.848,3.1,8.6,16.456,0.0,20.0,0.0,0.0,11.8,0.0,13.0,19.4,31.4,13.0,0.0,80.0,0.0,0.0,88.2,0.0,87.0,80.6,68.6,87.0,0.0,27.3751,0.0,0.0,97.7,0.0,75.9999,19.8,58.4,127.5,170.85,8117.5,8.0,3.0,1.0,3.0,199.5,88.0,46.0,69.0,3.5
2024-10-17,0.0,2.6695,0.0,0.0,9.6,0.0,7.847,1.2,7.3,11.8167,0.0,11.472,0.0,0.0,12.2,0.0,12.441,1.0,8.5,18.861,0.0,28.0,0.0,0.0,6.6,0.0,12.0,70.0,23.5,14.0,0.0,72.0,0.0,0.0,93.4,0.0,88.0,30.0,76.5,86.0,0.0,30.6249,0.0,0.0,118.5,0.0,97.625,1.3,63.3,222.8748,205.275,7631.0,9.0,3.0,1.0,3.0,190.0,98.0,14.0,77.0,1.0
2024-10-18,0.0,3.0152,0.0,0.0,9.4,0.0,6.6996,0.9,7.2,11.3675,0.0,10.903,0.0,0.0,10.9,0.0,6.978,0.0,6.1,17.55,0.0,20.0,0.0,0.0,7.3,0.0,8.0,0.0,19.7,10.0,0.0,80.0,0.0,0.0,92.7,0.0,92.0,0.0,80.3,90.0,0.0,32.8749,0.0,0.0,104.1,0.0,46.75,0.0,44.5,199.4998,242.25,5046.0,9.0,3.0,1.0,3.0,104.0,58.0,33.0,47.0,0.0
2024-10-19,0.0,3.1534,0.0,0.0,9.2,0.0,10.09,1.7,3.4,10.1186,0.0,9.474,0.0,0.0,9.9,0.0,18.558,0.1,1.3,10.624,0.0,17.0,0.0,0.0,12.1,0.0,9.0,100.0,46.2,14.0,0.0,83.0,0.0,0.0,87.9,0.0,91.0,0.0,53.8,86.0,0.0,29.8749,0.0,0.0,92.0,0.0,187.2499,0.4,5.0,107.4998,186.15,5710.0,8.0,3.0,1.0,3.0,153.0,68.0,13.0,54.0,48.2
2024-10-20,0.0,2.856,0.0,0.0,9.0,0.0,9.0596,7.6,1.1,10.8807,0.0,9.191,0.0,0.0,9.2,0.0,8.996,8.2,0.0,9.248,0.0,22.0,0.0,0.0,10.9,0.0,7.0,11.0,0.0,9.0,0.0,78.0,0.0,0.0,89.1,0.0,93.0,89.0,0.0,91.0,0.0,26.25,0.0,0.0,83.0,0.0,81.5,62.8,0.0,100.625,275.4,5409.0,7.0,3.0,0.0,3.0,146.0,61.0,0.0,65.0,12.1
2024-10-21,0.0,3.2085,0.0,0.0,8.8,0.0,9.7106,8.9,1.8,10.9222,0.0,13.441,0.0,0.0,13.4,0.0,9.384,10.9,0.0,9.396,0.0,15.0,0.0,0.0,12.7,0.0,10.0,9.2,0.0,7.0,0.0,85.0,0.0,0.0,87.3,0.0,90.0,90.8,0.0,93.0,0.0,43.125,0.0,0.0,118.2,0.0,91.1248,98.1,0.2,102.625,246.075,9365.0,9.0,3.0,1.0,3.0,271.0,107.0,38.0,66.0,62.4
2024-10-22,0.0,3.2993,0.0,0.0,8.8,0.0,7.5232,5.8,7.8,10.748,0.0,9.699,0.0,0.0,15.0,0.0,9.803,4.4,13.0,9.211,0.0,15.0,0.0,0.0,14.7,0.0,30.0,29.5,22.3,9.0,0.0,85.0,0.0,0.0,85.3,0.0,70.0,70.5,77.7,91.0,0.0,31.9999,0.0,0.0,133.2,0.0,73.75,26.1,102.8,99.0,204.0,13268.0,10.0,2.0,1.0,3.0,363.0,107.0,59.0,140.0,33.0
2024-10-23,0.0,3.1624,0.0,0.0,9.5,0.0,8.314,1.2,8.5,10.8666,0.0,10.791,0.0,0.0,18.2,0.0,18.929,0.0,14.9,9.283,0.0,13.0,0.0,0.0,7.7,0.0,17.0,0.0,16.8,8.0,0.0,87.0,0.0,0.0,92.3,0.0,83.0,0.0,83.2,92.0,0.0,34.1249,0.0,0.0,172.8,0.0,157.3749,0.2,127.3,100.8749,256.275,8972.0,10.0,3.0,1.0,2.0,246.0,107.0,20.0,82.0,5.3
2024-10-24,0.0,3.1224,0.0,0.0,9.1,0.0,6.3576,1.0,8.8,11.1984,0.0,8.407,0.0,0.0,13.4,0.0,13.645,0.0,8.5,8.595,0.0,17.0,0.0,0.0,11.2,0.0,5.0,0.0,11.8,6.0,0.0,83.0,0.0,0.0,88.8,0.0,95.0,0.0,88.2,94.0,0.0,26.25,0.0,0.0,122.6,0.0,86.7499,0.0,76.4,96.25,187.425,9550.0,10.0,3.0,1.0,2.0,259.0,104.0,49.0,72.0,12.1
2024-10-25,0.0,2.8325,0.0,0.0,9.2,0.0,9.9077,0.0,9.1,10.9149,0.0,19.859,0.0,0.0,12.6,0.0,17.928,0.0,14.4,8.154,0.0,9.0,0.0,0.0,9.5,0.0,8.0,0.0,9.7,8.0,0.0,91.0,0.0,0.0,90.5,0.0,92.0,0.0,90.3,92.0,0.0,56.2499,0.0,0.0,117.0,0.0,177.6248,0.0,130.8,88.9998,369.75,10094.0,8.0,3.0,1.0,2.0,222.0,126.0,47.0,95.0,0.0
2024-10-26,0.0,2.9332,0.0,0.0,9.6,0.0,10.8208,0.0,9.3,10.245,0.0,17.941,0.0,0.0,10.1,0.0,20.389,0.0,18.6,9.407,0.0,9.0,0.0,0.0,6.9,0.0,9.0,0.0,7.0,12.0,0.0,91.0,0.0,0.0,93.1,0.0,91.0,0.0,93.0,88.0,0.0,52.6249,0.0,0.0,97.0,0.0,220.6248,0.0,174.4,96.375,396.525,11178.5,10.0,3.0,1.0,3.0,266.5,148.0,62.0,77.0,0.2
2024-10-27,0.0,3.8571,0.0,0.0,9.2,0.0,8.8848,0.0,8.2,8.8297,0.0,13.287,0.0,0.0,8.2,0.0,9.792,0.0,11.9,6.951,0.0,20.0,0.0,0.0,8.5,0.0,12.0,0.0,17.6,27.0,0.0,80.0,0.0,0.0,91.5,0.0,88.0,0.0,82.4,73.0,0.0,51.2499,0.0,0.0,77.0,0.0,87.0,0.0,98.6,61.3751,158.1,5579.0,7.0,3.0,1.0,2.0,150.0,79.0,26.0,29.0,15.2
2024-10-28,0.0,3.2881,0.0,0.0,8.7,0.0,10.6966,0.0,8.1,7.4064,0.0,9.58,0.0,0.0,12.0,0.0,9.302,0.0,15.6,14.042,0.0,13.0,0.0,0.0,7.5,0.0,4.0,0.0,14.7,7.0,0.0,87.0,0.0,0.0,92.5,0.0,96.0,0.0,85.3,93.0,0.0,31.4999,0.0,0.0,105.4,0.0,99.4999,0.0,127.5,104.0,346.8,11320.0,9.0,3.0,1.0,3.0,306.0,125.0,52.0,90.0,0.2
2024-10-29,0.0,1.5737,0.0,0.0,8.3,0.0,9.3249,2.5,8.4,11.177,0.0,19.063,0.0,0.0,8.3,0.0,13.405,1.1,15.1,17.48,0.0,11.0,0.0,0.0,15.7,0.0,7.0,45.5,11.9,13.0,0.0,89.0,0.0,0.0,84.3,0.0,93.0,54.5,88.1,87.0,0.0,29.9999,0.0,0.0,69.7,0.0,124.9999,3.1,127.9,195.3747,393.975,9393.0,9.0,3.0,1.0,3.0,238.0,108.0,45.0,78.0,0.0
2024-10-30,0.0,4.6148,0.0,0.0,9.3,0.0,9.3682,2.5,8.5,13.5603,0.0,19.719,0.0,0.0,8.5,0.0,19.334,0.0,9.5,16.906,0.0,23.0,0.0,0.0,11.8,0.0,12.0,0.0,15.8,12.0,0.0,77.0,0.0,0.0,88.2,0.0,88.0,0.0,84.2,88.0,0.0,90.9999,0.0,0.0,79.6,0.0,181.1248,0.1,80.3,229.2498,334.9,7547.0,9.0,3.0,1.0,3.0,209.0,69.0,26.0,78.0,58.4
2024-10-31,0.0,2.4627,0.0,0.0,7.7,0.0,6.8243,0.0,7.4,7.7952,0.0,11.471,0.0,0.0,7.9,0.0,13.463,0.0,8.0,13.534,0.0,18.0,0.0,0.0,16.5,0.0,3.0,0.0,28.7,9.0,0.0,82.0,0.0,0.0,83.5,0.0,97.0,0.0,71.2,91.0,0.0,28.25,0.0,0.0,62.0,0.0,91.8751,0.0,60.1,105.5,323.425,10003.0,10.0,3.0,1.0,3.0,219.0,84.0,52.0,126.0,4.0
2024-11-01,0.0,3.0934,0.0,0.0,7.9,0.0,10.5118,9.4,2.5,11.4254,0.0,14.062,0.0,0.0,8.3,0.0,18.836,9.1,0.0,19.485,0.0,37.0,0.0,0.0,19.3,0.0,11.0,12.1,0.0,13.0,0.0,63.0,0.0,0.0,80.7,0.0,89.0,87.9,0.0,87.0,0.0,43.4999,0.0,0.0,66.2,0.0,197.9998,85.4,0.1,222.6249,336.175,9845.0,10.0,3.0,1.0,3.0,284.0,75.0,38.0,105.0,1.0
2024-11-02,0.0,2.9233,0.0,0.0,9.3,0.0,8.6531,9.2,0.0,9.9776,0.0,20.867,0.0,0.0,8.9,0.0,18.245,9.1,0.0,19.669,0.0,22.0,0.0,0.0,10.1,0.0,8.0,11.0,0.0,9.0,0.0,78.0,0.0,0.0,89.9,0.0,92.0,89.0,0.0,91.0,0.0,61.0,0.0,0.0,84.3,0.0,157.875,83.9,0.0,196.2499,221.85,11280.0,9.0,3.0,1.0,3.0,257.0,99.0,27.0,162.0,0.0
2024-11-03,0.0,3.2041,0.0,0.0,7.4,0.0,11.3398,8.7,4.7,14.3077,0.0,14.981,0.0,0.0,9.0,0.0,14.308,9.0,5.6,14.293,0.0,16.0,0.0,0.0,30.0,0.0,18.0,15.6,39.3,16.0,0.0,84.0,0.0,0.0,70.0,0.0,82.0,84.4,60.7,84.0,0.0,48.0001,0.0,0.0,67.5,0.0,162.25,78.6,27.3,204.4998,93.075,5832.0,7.0,3.0,1.0,3.0,143.0,51.0,24.0,69.0,1.5
2024-11-04,0.0,3.2608,0.0,0.0,7.9,0.0,3.0534,6.7,8.0,7.9796,0.0,8.817,0.0,0.0,6.4,0.0,7.942,6.7,5.6,12.861,0.0,17.0,0.0,0.0,20.3,0.0,12.0,29.9,23.2,8.0,0.0,83.0,0.0,0.0,79.7,0.0,88.0,70.1,76.8,92.0,0.0,28.7501,0.0,0.0,51.9,0.0,24.2499,45.8,45.9,102.625,70.125,9796.0,10.0,3.0,1.0,2.0,293.0,115.0,16.0,83.0,45.9
2024-11-05,0.0,3.2527,0.0,0.0,8.8,0.0,8.8428,8.0,8.1,13.1468,0.0,18.715,0.0,0.0,7.9,0.0,18.009,13.6,7.8,15.479,0.0,23.0,0.0,0.0,16.5,0.0,16.0,16.9,19.2,13.0,0.0,77.0,0.0,0.0,83.5,0.0,84.0,83.1,80.8,87.0,0.0,60.875,0.0,0.0,70.6,0.0,159.2498,110.4,63.6,203.4999,67.575,11004.0,10.0,3.0,1.0,3.0,328.0,93.0,45.0,101.0,0.0
2024-11-06,0.0,3.8946,0.0,0.0,9.6,0.0,8.5894,8.0,8.4,2.791,0.0,9.372,0.0,0.0,16.3,0.0,18.162,13.0,13.8,1.881,0.0,11.0,0.0,0.0,8.0,0.0,19.0,16.2,14.5,58.0,0.0,89.0,0.0,0.0,92.0,0.0,81.0,83.8,85.5,42.0,0.0,36.5001,0.0,0.0,157.4,0.0,155.9999,105.0,116.6,5.2499,0.0,9151.0,10.0,3.0,1.0,3.0,272.0,69.0,34.0,95.0,0.2
2024-11-07,0.0,2.8257,0.0,0.0,8.7,0.0,7.7739,3.0,8.3,6.9397,0.0,6.547,0.0,0.0,3.9,0.0,9.117,7.3,11.9,11.654,0.0,34.0,0.0,0.0,15.4,0.0,19.0,74.0,16.8,13.0,0.0,66.0,0.0,0.0,84.6,0.0,81.0,26.0,83.2,87.0,0.0,18.5,0.0,0.0,35.2,0.0,70.875,22.5,99.0,80.8749,0.0,6779.0,8.0,3.0,1.0,3.0,194.0,48.0,32.0,71.0,59.9
2024-11-08,0.0,3.3121,0.0,0.0,9.1,0.0,7.4124,7.2,7.7,9.9435,0.0,5.095,0.0,0.0,9.0,0.0,16.189,8.1,10.1,16.556,0.0,23.0,0.0,0.0,15.6,0.0,27.0,25.9,21.8,14.0,0.0,77.0,0.0,0.0,84.4,0.0,73.0,74.1,78.2,86.0,0.0,16.875,0.0,0.0,82.1,0.0,119.9999,59.0,78.9,164.6249,0.0,7053.0,11.0,2.0,1.0,3.0,240.0,39.0,24.0,71.0,0.5
2024-11-09,0.0,3.185,0.0,0.0,9.0,0.0,10.0711,6.4,6.3,12.8739,0.0,7.653,0.0,0.0,9.0,0.0,14.137,7.6,8.9,15.176,0.0,26.0,0.0,0.0,16.7,0.0,35.0,32.9,36.0,25.0,0.0,74.0,0.0,0.0,83.3,0.0,65.0,67.1,64.0,75.0,0.0,24.3749,0.0,0.0,81.4,0.0,142.375,49.0,57.3,195.3747,0.0,8085.0,10.0,3.0,1.0,3.0,298.0,59.0,21.0,62.0,53.3
2024-11-10,0.0,3.4569,0.0,0.0,9.0,0.0,5.901,7.8,7.1,10.585,0.0,6.111,0.0,0.0,6.3,0.0,3.707,5.6,6.3,5.692,0.0,15.0,0.0,0.0,15.9,0.0,40.0,16.1,25.4,16.0,0.0,85.0,0.0,0.0,84.1,0.0,60.0,83.9,74.6,84.0,0.0,21.125,0.0,0.0,57.7,0.0,21.875,45.0,45.1,60.25,0.0,2570.0,10.0,3.0,1.0,2.0,91.0,25.0,8.0,15.0,69.5
2024-11-11,0.0,3.0456,0.0,0.0,8.9,0.0,3.1911,7.7,5.4,9.8871,0.0,7.716,0.0,0.0,5.6,0.0,8.657,10.2,3.9,5.803,0.0,30.0,0.0,0.0,14.3,0.0,20.0,20.6,46.2,18.0,0.0,70.0,0.0,0.0,85.7,0.0,80.0,79.4,53.8,82.0,0.0,23.4999,0.0,0.0,50.4,0.0,27.625,79.5,21.6,57.375,0.0,5707.0,11.0,3.0,1.0,2.0,201.0,58.0,25.0,25.0,44.1
2024-11-12,0.0,3.9102,0.0,0.0,8.7,0.0,10.0498,6.3,6.2,6.9842,0.0,6.905,0.0,0.0,10.4,0.0,9.142,15.6,7.3,14.139,0.0,9.0,0.0,0.0,16.3,0.0,44.0,35.9,39.7,15.0,0.0,91.0,0.0,0.0,83.7,0.0,56.0,64.1,60.3,85.0,0.0,27.0,0.0,0.0,92.3,0.0,91.8751,98.6,45.5,98.7499,0.0,8072.0,9.0,5.0,2.0,2.0,269.0,87.0,38.0,37.0,0.0
2024-11-13,0.0,2.7796,0.0,0.0,9.1,0.0,7.649,6.0,8.2,12.0303,0.0,1.529,0.0,0.0,10.0,0.0,11.472,10.1,11.2,14.744,0.0,33.0,0.0,0.0,13.0,0.0,28.0,38.6,16.1,26.0,0.0,67.0,0.0,0.0,87.0,0.0,72.0,61.4,83.9,74.0,0.0,4.25,0.0,0.0,91.3,0.0,87.75,61.4,92.7,177.3749,0.0,7414.5,8.0,3.0,1.0,1.0,233.5,87.0,33.0,37.0,13.4
2024-11-14,0.0,0.0,0.0,0.0,8.2,0.0,6.4857,6.9,7.7,10.2769,0.0,0.0,0.0,0.0,13.4,0.0,12.913,17.9,8.4,14.158,0.0,0.0,0.0,0.0,23.9,0.0,37.0,30.2,17.9,17.0,0.0,0.0,0.0,0.0,76.1,0.0,63.0,69.8,82.1,83.0,0.0,0.0,0.0,0.0,110.3,0.0,83.7499,124.1,66.0,145.4999,38.25,7207.0,9.0,2.0,1.0,3.0,247.0,56.0,28.0,54.0,0.2
2024-11-15,0.0,3.2607,0.0,0.0,6.6,0.0,0.0,7.4,8.4,6.3783,0.0,7.322,0.0,0.0,13.6,0.0,0.0,13.6,8.6,13.542,0.0,26.0,0.0,0.0,36.0,0.0,0.0,22.8,12.8,17.0,0.0,74.0,0.0,0.0,64.0,0.0,0.0,77.2,87.2,83.0,0.0,23.8751,0.0,0.0,90.8,0.0,0.0,101.3,72.8,86.375,55.67499999999999,7802.0,9.0,2.0,1.0,3.0,296.0,37.0,32.0,62.0,7.3
2024-11-16,0.0,3.2389,0.0,0.0,6.7,0.0,0.0,7.1,8.0,13.3131,0.0,8.066,0.0,0.0,12.1,0.0,0.0,3.1,14.4,14.497,0.0,19.0,0.0,0.0,34.7,0.0,0.0,25.8,18.1,22.0,0.0,81.0,0.0,0.0,65.3,0.0,0.0,74.2,81.9,78.0,0.0,26.125,0.0,0.0,82.1,0.0,0.0,22.3,116.5,192.9998,43.775,7023.0,9.0,1.0,1.0,3.0,243.0,36.0,39.0,57.0,0.5
2024-11-17,0.0,3.3748,0.0,0.0,8.1,0.0,0.0,7.8,8.6,9.3391,0.0,5.741,0.0,0.0,7.2,0.0,0.0,7.3,7.2,2.436,0.0,17.0,0.0,0.0,20.8,0.0,0.0,16.4,12.5,14.0,0.0,83.0,0.0,0.0,79.2,0.0,0.0,83.6,87.5,86.0,0.0,19.3749,0.0,0.0,59.3,0.0,0.0,57.5,62.3,22.75,58.65,2726.0,10.0,1.0,1.0,2.0,118.0,14.0,14.0,10.0,45.7
2024-11-18,0.0,3.0455,0.0,0.0,7.8,0.0,0.0,8.2,8.2,0.0,0.0,5.623,0.0,0.0,10.2,0.0,0.0,11.1,11.7,0.0,0.0,23.0,0.0,0.0,23.5,0.0,0.0,18.0,13.7,0.0,0.0,77.0,0.0,0.0,76.5,0.0,0.0,82.0,86.3,0.0,0.0,17.1249,0.0,0.0,79.9,0.0,0.0,92.1,97.1,0.0,75.225,7065.0,10.0,1.0,1.0,3.0,224.0,10.0,36.0,95.0,35.6
2024-11-19,0.0,3.2058,0.0,0.0,7.3,0.0,7.0284,8.9,8.1,0.0,0.0,9.514,0.0,0.0,18.5,0.0,7.114,17.9,18.9,0.0,0.0,14.0,0.0,0.0,29.2,0.0,26.0,11.2,14.3,0.0,0.0,86.0,0.0,0.0,70.8,0.0,74.0,88.8,85.7,0.0,0.0,30.5,0.0,0.0,136.0,0.0,49.9998,161.5,154.8,0.0,104.55,8966.0,11.0,1.0,1.0,4.0,287.0,17.0,47.0,114.0,0.0
2024-11-20,0.0,3.337,0.0,0.0,7.2,0.0,5.1179,8.2,8.4,0.0,0.0,8.728,0.0,0.0,15.2,0.0,13.531,10.1,15.9,0.0,0.0,14.0,0.0,0.0,26.3,0.0,26.0,17.8,13.2,0.0,0.0,86.0,0.0,0.0,73.7,0.0,74.0,82.2,86.8,0.0,0.0,29.125,0.0,0.0,109.9,0.0,69.25,84.4,134.7,0.0,123.675,8053.0,11.0,1.0,1.0,4.0,266.0,16.0,37.0,102.0,21.0
2024-11-21,0.0,1.985,0.0,0.0,6.9,0.0,9.2282,6.4,8.1,0.0,0.0,11.272,0.0,0.0,15.8,0.0,10.43,3.1,16.4,0.0,0.0,8.0,0.0,0.0,31.6,0.0,38.0,29.0,13.4,0.0,0.0,92.0,0.0,0.0,68.4,0.0,62.0,71.0,86.6,0.0,0.0,22.3748,0.0,0.0,110.1,0.0,96.25,20.3,134.4,0.0,57.375,7096.0,11.0,1.0,1.0,4.0,251.0,12.0,31.0,84.0,17.5
2024-11-22,0.0,4.3854,0.0,0.0,8.0,0.0,8.8269,9.2,8.1,2.2324,0.0,16.304,0.0,0.0,17.9,0.0,9.219,9.2,18.6,0.504,0.0,20.0,0.0,0.0,22.9,0.0,11.0,9.8,12.4,69.0,0.0,80.0,0.0,0.0,77.1,0.0,89.0,90.2,87.6,31.0,0.0,71.5,0.0,0.0,143.0,0.0,81.375,85.5,151.7,1.1251,61.625,8160.0,10.0,1.0,1.0,4.0,301.0,25.0,30.0,85.0,4.3
2024-11-23,0.0,3.1261,0.0,0.0,7.9,0.0,7.3254,7.2,8.2,2.1633,0.0,11.516,0.0,0.0,10.4,0.0,8.276,8.4,12.4,1.329,0.0,15.0,0.0,0.0,23.1,0.0,25.0,29.8,10.5,87.0,0.0,85.0,0.0,0.0,76.9,0.0,75.0,70.2,89.5,13.0,0.0,36.0,0.0,0.0,83.2,0.0,60.6251,61.2,102.2,2.875,113.475,6173.0,9.0,1.0,1.0,4.0,189.0,26.0,20.0,82.0,35.0
2024-11-24,0.0,0.5409,0.0,0.0,6.8,0.0,7.9246,8.0,8.0,0.0,0.0,10.861,0.0,0.0,7.9,0.0,8.991,9.4,11.6,0.0,0.0,2.0,0.0,0.0,32.9,0.0,21.0,19.1,11.2,0.0,0.0,98.0,0.0,0.0,67.1,0.0,79.0,80.9,88.8,0.0,0.0,5.8749,0.0,0.0,54.1,0.0,71.2498,76.5,93.1,0.0,16.575,5451.0,9.0,1.0,1.0,4.0,169.0,22.0,21.0,69.0,16.5
2024-11-25,0.0,6.4395,0.0,0.0,6.3,0.0,6.3108,6.5,9.0,2.9941,0.0,9.434,0.0,0.0,14.0,0.0,12.657,12.3,14.8,0.668,0.0,37.0,0.0,0.0,40.0,0.0,8.0,32.5,7.4,52.0,0.0,63.0,0.0,0.0,60.0,0.0,92.0,67.5,92.6,48.0,0.0,60.75,0.0,0.0,88.5,0.0,79.875,81.4,134.9,2.0,43.35,14431.0,10.0,2.0,1.0,4.0,475.0,54.0,46.0,180.0,0.0
2024-11-26,0.0,2.1146,0.0,0.0,7.2,0.0,9.6629,8.3,8.4,3.0643,0.0,8.453,0.0,0.0,18.0,0.0,19.404,14.6,18.2,0.979,0.0,17.0,0.0,0.0,31.1,0.0,19.0,15.1,13.7,61.0,0.0,83.0,0.0,0.0,68.9,0.0,81.0,84.9,86.3,39.0,0.0,17.8749,0.0,0.0,129.8,0.0,187.4998,122.7,153.1,2.9999,65.025,8765.0,10.0,0.0,1.0,4.0,331.0,0.0,44.0,100.0,76.2
