date,gal_hour_model20T-1,gal_hour_model20T-2,gal_hour_model30T-1,gal_hour_model30T-2,gal_hour_model30T-3,gal_hour_model36T-1,gal_hour_model36T-2,gal_hour_model39T-1,gal_hour_model39T-2,gal_hour_model49T-1,hours_machine_model20T-1,hours_machine_model20T-2,hours_machine_model30T-1,hours_machine_model30T-2,hours_machine_model30T-3,hours_machine_model36T-1,hours_machine_model36T-2,hours_machine_model39T-1,hours_machine_model39T-2,hours_machine_model49T-1,idle_percentage_model20T-1,idle_percentage_model20T-2,idle_percentage_model30T-1,idle_percentage_model30T-2,idle_percentage_model30T-3,idle_percentage_model36T-1,idle_percentage_model36T-2,idle_percentage_model39T-1,idle_percentage_model39T-2,idle_percentage_model49T-1,operating_percentage_model20T-1,operating_percentage_model20T-2,operating_percentage_model30T-1,operating_percentage_model30T-2,operating_percentage_model30T-3,operating_percentage_model36T-1,operating_percentage_model36T-2,operating_percentage_model39T-1,operating_percentage_model39T-2,operating_percentage_model49T-1,performance_model20T-1,performance_model20T-2,performance_model30T-1,performance_model30T-2,performance_model30T-3,performance_model36T-1,performance_model36T-2,performance_model39T-1,performance_model39T-2,performance_model49T-1,total_fuel_model20T-1,total_fuel_model20T-2,total_fuel_model30T-1,total_fuel_model30T-2,total_fuel_model30T-3,total_fuel_model36T-1,total_fuel_model36T-2,total_fuel_model39T-1,total_fuel_model39T-2,total_fuel_model49T-1,coal_prod,waste_prod,haul_truck_15.0m3,haul_truck_24.0m3,haul_truck_25.0m3,haul_truck_27.0m3,truck_trips_15.0m3,truck_trips_24.0m3,truck_trips_25.0m3,truck_trips_27.0m3,rainfall_mm
2024-05-10,3.3102,3.4668,0.0,0.0,8.2,7.9292,0.0,8.2,0.0,10.4559,9.025,7.067,0.0,0.0,9.7,8.702,0.0,9.0,0.0,9.026,20.0,14.0,0.0,0.0,21.6,18.0,0.0,13.3,0.0,10.0,80.0,86.0,0.0,0.0,78.4,82.0,0.0,86.7,0.0,90.0,202.5,113.7,0.0,0.0,211.4,234.8,0.0,201.9,0.0,241.5,29.8749,24.5001,0.0,0.0,80.0,68.9999,0.0,75.2,0.0,94.3749,95.625,6142.5,9.0,3.0,0.0,3.0,208.5,39.0,0.0,77.0,0.5
2024-05-11,3.5137,2.8842,0.0,0.0,8.8,8.3269,0.0,8.1,0.0,10.499,9.285,7.541,0.0,0.0,9.5,7.731,0.0,10.8,0.0,9.489,18.0,15.0,0.0,0.0,17.9,10.0,0.0,13.0,0.0,8.0,82.0,85.0,0.0,0.0,82.1,90.0,0.0,87.0,0.0,92.0,202.5,113.7,0.0,0.0,211.4,124.6,0.0,201.9,0.0,241.5,32.625,21.7501,0.0,0.0,84.5,64.375,0.0,88.1,0.0,99.6251,70.125,6951.0,7.0,2.0,0.0,2.0,245.0,60.0,0.0,68.0,0.2
2024-05-13,3.272,0.0,0.0,0.0,10.1,8.1173,0.0,8.7,0.0,11.161,8.825,0.0,0.0,0.0,9.8,7.946,0.0,9.5,0.0,8.635,21.0,0.0,0.0,0.0,6.1,16.0,0.0,9.5,0.0,10.0,79.0,0.0,0.0,0.0,93.9,84.0,0.0,90.5,0.0,90.0,202.5,0.0,0.0,0.0,211.4,185.7,0.0,201.9,0.0,241.5,28.8751,0.0,0.0,0.0,100.7,64.5,0.0,83.0,0.0,96.375,118.575,8230.0,9.0,3.0,1.0,3.0,232.0,72.0,28.0,86.0,0.0
2024-05-14,3.5785,0.0,0.0,0.0,9.9,8.0587,0.0,8.6,0.0,10.3563,9.082,0.0,0.0,0.0,9.5,9.71,0.0,9.4,0.0,10.018,14.0,0.0,0.0,0.0,7.4,14.0,0.0,10.6,0.0,12.0,86.0,0.0,0.0,0.0,92.6,86.0,0.0,89.4,0.0,88.0,202.5,0.0,0.0,0.0,211.4,277.6,0.0,201.9,0.0,241.5,32.5,0.0,0.0,0.0,95.0,78.2499,0.0,81.4,0.0,103.7499,249.9,8976.0,10.0,2.0,1.0,3.0,283.0,59.0,30.0,95.0,19.0
2024-05-17,3.4685,0.0,0.0,0.0,10.2,9.0239,0.0,0.0,0.0,11.6049,9.262,0.0,0.0,0.0,9.6,9.364,0.0,0.0,0.0,9.091,21.0,0.0,0.0,0.0,5.2,5.0,0.0,0.0,0.0,6.0,79.0,0.0,0.0,0.0,94.8,95.0,0.0,0.0,0.0,94.0,202.5,0.0,0.0,0.0,211.4,242.9,0.0,0.0,0.0,241.5,32.1249,0.0,0.0,0.0,99.1,84.4999,0.0,0.0,0.0,105.5,221.85,7124.0,7.0,2.0,1.0,3.0,154.0,59.0,29.0,99.0,1.2
2024-05-18,3.2537,0.0,0.0,0.0,10.0,8.3609,0.0,7.1,0.0,11.0445,9.374,0.0,0.0,0.0,9.4,10.271,0.0,1.9,0.0,8.794,18.0,0.0,0.0,0.0,6.4,10.0,0.0,15.8,0.0,11.0,82.0,0.0,0.0,0.0,93.6,90.0,0.0,84.2,0.0,89.0,202.5,0.0,0.0,0.0,182.4,218.8,0.0,201.9,0.0,367.4,30.5,0.0,0.0,0.0,95.9,85.8749,0.0,14.3,0.0,97.1249,149.175,6473.0,7.0,2.0,1.0,3.0,124.0,52.0,32.0,95.0,0.0
2024-05-25,3.2297,0.0,0.0,0.0,10.0,7.528,0.0,0.0,8.1,10.8641,8.863,0.0,0.0,0.0,9.2,6.26,0.0,0.0,4.3,8.94,24.0,0.0,0.0,0.0,7.6,19.0,0.0,0.0,4.7,11.0,76.0,0.0,0.0,0.0,92.4,81.0,0.0,0.0,95.3,89.0,202.5,0.0,0.0,0.0,260.5,206.4,0.0,0.0,189.9,167.9,28.6249,0.0,0.0,0.0,92.7,47.1251,0.0,0.0,36.1,97.1249,459.0,4800.0,6.0,2.0,1.0,3.0,60.0,52.0,24.0,76.0,10.6
2024-05-26,3.2371,0.0,0.0,0.0,10.0,7.913,0.0,0.0,1.9,10.9614,6.024,0.0,0.0,0.0,9.0,9.715,0.0,0.0,1.3,8.815,13.0,0.0,0.0,0.0,5.6,13.0,0.0,0.0,69.2,8.0,87.0,0.0,0.0,0.0,94.4,87.0,0.0,0.0,30.8,92.0,202.5,0.0,0.0,0.0,312.0,206.4,0.0,0.0,189.9,358.2,19.5001,0.0,0.0,0.0,91.6,76.8748,0.0,0.0,2.6,96.6249,405.45,5933.0,5.0,2.0,1.0,3.0,122.0,57.0,23.0,80.0,3.3
2024-05-31,3.3746,0.0,0.0,0.0,9.6,6.4167,0.0,0.0,0.0,10.8589,8.89,0.0,0.0,0.0,8.6,10.013,0.0,0.0,0.0,8.691,21.0,0.0,0.0,0.0,8.1,35.0,0.0,0.0,0.0,10.0,79.0,0.0,0.0,0.0,91.9,65.0,0.0,0.0,0.0,90.0,202.5,0.0,0.0,0.0,101.6,185.7,0.0,0.0,0.0,180.8,29.9999,0.0,0.0,0.0,83.1,64.2501,0.0,0.0,0.0,94.3749,293.25,5445.0,8.0,2.0,1.0,2.0,115.0,63.0,30.0,54.0,4.3
2024-06-18,3.3635,0.0,0.0,0.0,0.0,8.7249,0.0,8.5,8.2,0.0,9.328,0.0,0.0,0.0,0.0,9.599,0.0,9.6,9.8,0.0,11.0,0.0,0.0,0.0,0.0,9.0,0.0,7.3,11.2,0.0,89.0,0.0,0.0,0.0,0.0,91.0,0.0,92.7,88.8,0.0,134.9,0.0,0.0,0.0,0.0,250.1,0.0,237.6,189.9,0.0,31.3749,0.0,0.0,0.0,0.0,83.7499,0.0,82.2,81.3,0.0,196.35,4325.0,5.0,1.0,1.0,1.0,141.0,5.0,35.0,45.0,32.5
2024-06-20,3.3301,0.0,0.0,0.0,8.6,9.0322,0.0,6.8,7.9,11.0185,9.234,0.0,0.0,0.0,10.0,9.217,0.0,6.2,9.4,9.053,19.0,0.0,0.0,0.0,15.0,8.0,0.0,14.5,16.0,9.0,81.0,0.0,0.0,0.0,85.0,92.0,0.0,85.5,84.0,91.0,202.5,0.0,0.0,0.0,146.3,247.5,0.0,201.9,189.9,199.2,30.7499,0.0,0.0,0.0,87.0,83.2498,0.0,43.0,75.4,99.75,242.25,4867.0,5.0,1.0,1.0,1.0,150.0,34.0,31.0,38.0,1.2
2024-07-02,2.5029,3.5154,0.0,0.0,7.4,7.626,0.0,8.0,7.1,9.6169,8.74,9.814,0.0,0.0,9.4,8.966,0.0,9.1,8.3,6.304,43.0,15.0,0.0,0.0,28.7,19.0,0.0,13.2,19.3,22.0,57.0,85.0,0.0,0.0,71.3,81.0,0.0,86.8,80.7,78.0,202.5,113.7,0.0,0.0,149.6,206.4,0.0,201.9,189.9,252.6,21.875,34.5001,0.0,0.0,70.7,68.3748,0.0,73.8,59.3,60.6251,149.175,5559.0,8.0,1.0,1.0,1.0,208.0,27.0,36.0,33.0,9.1
2024-07-06,2.788,4.1735,0.0,0.0,9.7,7.7705,0.0,9.0,7.8,10.7123,9.236,8.506,0.0,0.0,9.1,9.121,0.0,8.5,6.1,9.16,30.0,11.0,0.0,0.0,6.6,14.0,0.0,7.1,13.1,10.0,70.0,89.0,0.0,0.0,93.4,86.0,0.0,92.9,86.9,90.0,202.5,113.7,0.0,0.0,193.4,206.4,0.0,201.9,189.9,317.8,25.7499,35.5,0.0,0.0,88.7,70.875,0.0,76.6,47.9,98.1248,156.825,6938.0,10.0,1.0,1.0,1.0,312.0,29.0,29.0,31.0,0.0
2024-08-01,3.5753,0.0,0.0,0.0,9.4,7.1329,0.0,7.3,8.8,10.7667,9.335,0.0,0.0,0.0,6.9,7.518,0.0,6.9,9.1,9.404,12.0,0.0,0.0,0.0,5.8,16.0,0.0,20.3,9.9,5.0,88.0,0.0,0.0,0.0,94.2,84.0,0.0,79.7,90.1,95.0,202.5,0.0,0.0,0.0,211.4,206.4,0.0,201.9,189.9,229.9,33.375,0.0,0.0,0.0,66.4,53.6251,0.0,51.1,80.2,101.25,265.2,4912.0,7.0,1.0,1.0,1.0,133.0,38.0,37.0,40.0,2.0
2024-08-02,3.2781,0.0,0.0,0.0,9.0,8.2468,0.0,5.9,8.7,10.9206,9.228,0.0,0.0,0.0,6.7,9.246,0.0,7.9,9.3,8.951,18.0,0.0,0.0,0.0,11.9,14.0,0.0,34.2,10.8,8.0,82.0,0.0,0.0,0.0,88.1,86.0,0.0,65.8,89.2,92.0,202.5,0.0,0.0,0.0,211.4,171.1,0.0,201.9,215.7,126.1,30.2501,0.0,0.0,0.0,61.5,76.2501,0.0,47.5,82.2,97.75,261.375,5125.0,6.0,1.0,1.0,2.0,130.0,42.0,37.0,46.0,6.0
2024-08-03,3.847,0.0,0.0,0.0,9.4,9.0481,7.85242129,6.2,9.2,0.0,9.358,0.0,0.0,0.0,6.7,10.085,1.478,8.0,9.5,0.0,15.0,0.0,0.0,0.0,4.5,5.0,20.82580645,35.0,8.4,0.0,85.0,0.0,0.0,0.0,95.5,95.0,79.17419355,65.0,91.6,0.0,202.5,0.0,0.0,0.0,211.4,173.3,240.8,201.9,251.5,0.0,36.0,0.0,0.0,0.0,63.7,91.25,11.60587867,50.2,88.3,0.0,238.425,5321.0,6.0,1.0,1.0,2.0,103.0,39.0,38.0,70.0,0.0
2024-08-04,3.3365,0.0,0.0,0.0,10.1,8.6827,1.6379,6.8,9.1,0.0,9.441,0.0,0.0,0.0,6.3,9.516,1.679,8.0,10.3,0.0,16.0,0.0,0.0,0.0,3.2,7.0,77.0,27.5,8.7,0.0,84.0,0.0,0.0,0.0,96.8,93.0,23.0,72.5,91.3,0.0,202.5,0.0,0.0,0.0,211.4,140.2,240.8,201.9,274.3,0.0,31.4999,0.0,0.0,0.0,64.3,82.6248,2.75,55.2,95.2,0.0,96.9,5756.0,6.0,1.0,1.0,2.0,160.0,30.0,32.0,68.0,0.0
2024-08-05,3.8511,9.7,0.0,0.0,9.3,8.7384,1.5897,5.5,8.4,0.0,9.348,7.6,0.0,0.0,6.7,9.341,4.482,7.7,8.2,0.0,13.0,23.7,0.0,0.0,7.5,7.0,81.0,45.5,8.5,0.0,87.0,76.3,0.0,0.0,92.5,93.0,19.0,54.5,91.5,0.0,202.5,137.5,0.0,0.0,211.4,150.8,240.8,201.9,216.3,0.0,36.0,73.72,0.0,0.0,63.2,81.6249,7.125,42.5,69.9,0.0,183.6,3847.0,6.0,2.0,1.0,2.0,115.0,29.0,16.0,38.0,3.3
2024-08-10,3.0024,3.3187,0.0,0.0,10.5,9.1502,8.6246,6.8,7.9,0.0,5.121,7.194,0.0,0.0,7.4,7.896,5.58,6.6,8.1,0.0,26.0,15.0,0.0,0.0,4.1,6.0,18.0,30.3,17.3,0.0,74.0,85.0,0.0,0.0,95.9,94.0,82.0,69.7,82.7,0.0,202.5,113.7,0.0,0.0,241.4,122.3,218.2,201.9,189.9,0.0,15.3751,23.8751,0.0,0.0,78.9,72.25,48.125,46.2,64.1,0.0,116.025,4591.5,7.0,1.0,1.0,2.0,144.0,24.0,24.0,46.5,35.8
2024-08-11,3.687,3.09,0.0,0.0,10.1,9.0631,5.0253,5.8,7.1,0.0,8.035,9.021,0.0,0.0,9.0,9.158,3.955,3.5,1.6,0.0,16.0,20.0,0.0,0.0,5.6,6.0,52.0,37.1,18.7,0.0,84.0,80.0,0.0,0.0,94.4,94.0,48.0,62.9,81.2,0.0,202.5,113.7,0.0,0.0,359.1,206.4,240.8,201.9,189.9,0.0,29.625,27.8749,0.0,0.0,92.8,82.9999,19.875,20.9,12.0,0.0,200.175,4401.0,6.0,1.0,1.0,2.0,105.0,30.0,27.0,53.0,3.5
2024-08-13,3.6908,3.1048,0.0,0.0,7.3,9.3682,9.2828,6.2,6.9,3.0821,9.212,9.139,0.0,0.0,6.7,9.607,10.234,7.6,2.8,1.46,13.0,18.0,0.0,0.0,25.4,5.0,13.0,35.5,17.9,75.0,87.0,82.0,0.0,0.0,74.6,95.0,87.0,64.5,82.1,25.0,202.5,113.7,0.0,0.0,211.4,191.5,382.3,201.9,189.9,241.5,34.0,28.375,0.0,0.0,49.6,90.0,94.9999,47.6,19.8,4.4999,381.225,6367.0,9.0,2.0,1.0,2.0,209.0,56.0,28.0,44.0,0.3
2024-08-17,3.6222,3.0297,0.0,0.0,7.2,6.6787,10.4755,6.6,8.3,10.8277,9.214,9.118,0.0,0.0,8.3,1.385,9.391,8.5,2.4,9.351,9.0,22.0,0.0,0.0,24.1,14.0,5.0,29.4,8.3,8.0,91.0,78.0,0.0,0.0,75.9,86.0,95.0,70.6,91.7,92.0,202.5,113.7,0.0,0.0,211.4,206.4,304.1,201.9,189.9,241.5,33.375,27.625,0.0,0.0,60.9,9.25,98.375,56.3,20.3,101.25,291.55,6029.0,7.0,2.0,1.0,2.0,141.0,62.0,29.0,63.0,0.0
2024-08-25,3.506,4.0971,0.0,0.0,0.0,8.7312,0.0,9.0,5.4,10.7251,9.341,9.763,0.0,0.0,0.0,9.363,0.0,8.4,8.7,8.881,16.0,25.0,0.0,0.0,0.0,8.0,0.0,11.9,34.5,11.0,84.0,75.0,0.0,0.0,0.0,92.0,0.0,88.1,65.5,89.0,202.5,113.7,0.0,0.0,0.0,119.7,0.0,201.9,189.9,208.7,32.7499,39.9999,0.0,0.0,0.0,81.7499,0.0,76.1,47.0,95.2499,203.15,4667.0,8.0,1.0,1.0,3.0,103.0,29.0,29.0,63.0,0.5
2024-08-27,3.191,3.159,0.0,0.0,0.0,6.9895,9.349,6.8,6.5,10.0585,9.284,9.101,0.0,0.0,0.0,8.173,9.279,8.7,8.1,9.308,28.0,22.0,0.0,0.0,0.0,18.0,11.0,25.3,22.2,15.0,72.0,78.0,0.0,0.0,0.0,82.0,89.0,74.7,77.8,85.0,202.5,113.7,0.0,0.0,0.0,107.8,157.4,201.9,189.9,194.1,29.625,28.7501,0.0,0.0,0.0,57.1251,86.7499,59.8,52.8,93.6249,167.11,5891.0,5.0,2.0,1.0,3.0,113.0,72.0,35.0,59.0,1.7
2024-08-29,2.855,3.148,0.0,0.0,8.5,8.1063,8.9334,7.7,7.9,9.9426,9.107,9.252,0.0,0.0,9.0,6.461,9.333,8.2,7.8,9.316,35.0,21.0,0.0,0.0,13.3,9.0,13.0,17.1,11.5,13.0,65.0,79.0,0.0,0.0,86.7,91.0,87.0,82.9,88.5,87.0,334.9,79.7,0.0,0.0,211.4,157.5,147.1,201.9,189.9,200.6,26.0001,29.125,0.0,0.0,78.1,52.375,83.3751,63.7,62.9,92.625,372.861,5470.0,7.0,2.0,1.0,3.0,100.0,43.0,16.0,94.0,0.2
2024-10-17,0.0,2.6695,0.0,0.0,9.6,0.0,7.847,1.2,7.3,11.8167,0.0,11.472,0.0,0.0,12.2,0.0,12.441,1.0,8.5,18.861,0.0,28.0,0.0,0.0,6.6,0.0,12.0,70.0,23.5,14.0,0.0,72.0,0.0,0.0,93.4,0.0,88.0,30.0,76.5,86.0,0.0,48.8,0.0,0.0,122.0,0.0,235.5,201.9,189.9,185.9,0.0,30.6249,0.0,0.0,118.5,0.0,97.625,1.3,63.3,222.8748,205.275,7631.0,9.0,3.0,1.0,3.0,190.0,98.0,14.0,77.0,1.0
2025-02-28,2.9248,0.0,9.4,10.3,8.7,0.0,0.0,4.9,8.6,0.0,11.24,0.0,7.4,11.2,18.1,0.0,0.0,7.6,14.1,0.0,19.0,0.0,14.9,6.2,16.0,0.0,0.0,22.4,14.9,0.0,81.0,0.0,85.1,93.8,84.0,0.0,0.0,77.6,85.1,0.0,202.5,0.0,141.2,272.6,211.4,0.0,0.0,201.9,189.9,0.0,32.8749,0.0,70.1,116.1,157.2,0.0,0.0,38.2,121.9,0.0,365.925,14414.0,11.0,1.0,1.0,4.0,457.0,57.0,50.0,183.0,1.5
2025-03-01,2.5579,0.0,9.2,10.0,7.7,0.0,7.0627,3.5,7.8,0.0,16.615,0.0,16.7,17.3,11.9,0.0,6.637,4.1,16.0,0.0,29.0,0.0,16.8,10.4,23.5,0.0,30.0,36.6,22.5,0.0,71.0,0.0,83.2,89.6,76.5,0.0,70.0,63.4,77.5,0.0,202.5,0.0,236.2,122.9,211.4,0.0,240.8,201.9,189.9,0.0,42.5,0.0,154.6,174.9,92.0,0.0,46.8749,14.9,125.1,0.0,313.65,14763.5,11.0,1.0,1.0,4.0,445.0,54.0,53.0,202.5,2.0
